sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;User Bother 1;User Bother 2;User Bother 3;User Util. 1;User Util. 2;User Util. 3;Profile 1;Profile 2;Profile 3
0.627;60;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;BoulwareNegotiationParty@30;Agent10@31;BoulwareNegotiationParty@32;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.0;0.023000000000000013;0.0;0.5665500617607802;0.8494202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.562;60;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;ConcederNegotiationParty@33;Agent10@34;BoulwareNegotiationParty@35;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.0;0.025000000000000015;0.0;0.5665500617607802;0.8474202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.380;55;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;Agent10@36;BoulwareNegotiationParty@37;BoulwareNegotiationParty@38;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.022000000000000013;0.0;0.0;0.5445500617607801;0.8724202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.356;58;;60rounds;Yes;No;3;0.45247;0.84012;0.11336;0.51707;1.91719;BoulwareNegotiationParty@39;BoulwareNegotiationParty@40;BoulwareNegotiationParty@41;0.624609679881641;0.45246919686765785;0.8401159007943011;0.624609679881641;0.45246919686765785;0.8401159007943011;0.48581912367796243;0.40422006632704677;0.4952569897118527;0.0;0.0;0.0;0.624609679881641;0.45246919686765785;0.8401159007943011;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.308;51;;60rounds;Yes;No;3;0.40972;0.77699;0.21920;0.46217;1.85186;ConcederNegotiationParty@42;BoulwareNegotiationParty@43;BoulwareNegotiationParty@44;0.4097168348850426;0.6651592147959592;0.776985904966735;0.4097168348850426;0.6651592147959592;0.776985904966735;0.2157046757894739;0.6672376467203588;0.6981890292740508;0.0;0.0;0.0;0.4097168348850426;0.6651592147959592;0.776985904966735;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.345;55;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;Agent10@45;ConcederNegotiationParty@46;BoulwareNegotiationParty@47;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.022000000000000013;0.0;0.0;0.5445500617607801;0.8724202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.324;53;;60rounds;Yes;No;3;0.59141;0.84446;0.07328;0.38673;2.08001;BoulwareNegotiationParty@48;ConcederNegotiationParty@49;BoulwareNegotiationParty@50;0.6441322479276741;0.5914140154252978;0.8444615986567074;0.6441322479276741;0.5914140154252978;0.8444615986567074;0.5917064093922787;0.41737931642446013;0.6404630408162697;0.0;0.0;0.0;0.6441322479276741;0.5914140154252978;0.8444615986567074;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.193;31;;60rounds;Yes;No;3;0.40790;0.97572;0.03450;0.65301;1.87059;ConcederNegotiationParty@51;ConcederNegotiationParty@52;BoulwareNegotiationParty@53;0.4869713700960755;0.4078975575984926;0.9757177450548209;0.4869713700960755;0.4078975575984926;0.9757177450548209;0.3186189699660613;0.3107792561551237;0.9731649091554839;0.0;0.0;0.0;0.4869713700960755;0.4078975575984926;0.9757177450548209;party1_utility.xml;party2_utility.xml;party3_utility.xml
;3;Session genius.core.session.Session@37aabe66 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, negotiator.parties.ConcederNegotiationParty];60rounds;No;;0;;;;;;Agent10;Agent10;ConcederNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.171;29;;60rounds;Yes;No;3;0.69241;0.85656;0.00000;0.09923;2.39713;BoulwareNegotiationParty@57;Agent10@58;ConcederNegotiationParty@59;0.8481615670516052;0.8565554440652603;0.6924080946242358;0.8481615670516052;0.8565554440652603;0.6924080946242358;0.9751882791489958;0.5927645062486693;0.3474404691447224;0.0;0.002;0.0;0.8481615670516052;0.8545554440652603;0.6924080946242358;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.225;37;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;ConcederNegotiationParty@60;Agent10@61;ConcederNegotiationParty@62;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.016000000000000007;0.0;0.8815139775362884;0.6689938461633399;0.7166903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.200;31;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;Agent10@63;BoulwareNegotiationParty@64;ConcederNegotiationParty@65;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.015000000000000006;0.0;0.0;0.5515500617607801;0.8724202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.338;51;;60rounds;Yes;No;3;0.57015;0.80228;0.13979;0.21894;2.05614;BoulwareNegotiationParty@66;BoulwareNegotiationParty@67;ConcederNegotiationParty@68;0.6837055385431724;0.8022781032795586;0.5701514821040743;0.6837055385431724;0.8022781032795586;0.5701514821040743;0.686624077109592;0.6982437337299067;0.24908279397373878;0.0;0.0;0.0;0.6837055385431724;0.8022781032795586;0.5701514821040743;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.105;18;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;ConcederNegotiationParty@69;BoulwareNegotiationParty@70;ConcederNegotiationParty@71;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.0;0.0;0.0;0.5665500617607802;0.8724202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.108;17;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;Agent10@72;ConcederNegotiationParty@73;ConcederNegotiationParty@74;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.015000000000000006;0.0;0.0;0.5515500617607801;0.8724202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.170;28;;60rounds;Yes;No;3;0.69241;0.85656;0.00000;0.09923;2.39713;BoulwareNegotiationParty@75;ConcederNegotiationParty@76;ConcederNegotiationParty@77;0.8481615670516052;0.8565554440652603;0.6924080946242358;0.8481615670516052;0.8565554440652603;0.6924080946242358;0.9751882791489958;0.5927645062486693;0.3474404691447224;0.0;0.0;0.0;0.8481615670516052;0.8565554440652603;0.6924080946242358;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.108;14;;60rounds;Yes;No;3;0.61377;0.87971;0.00000;0.26855;2.29320;ConcederNegotiationParty@78;ConcederNegotiationParty@79;ConcederNegotiationParty@80;0.6137749444524316;0.7997121860763917;0.8797126830260701;0.6137749444524316;0.7997121860763917;0.8797126830260701;0.5563703383432583;0.5894997923100508;0.819303089809614;0.0;0.0;0.0;0.6137749444524316;0.7997121860763917;0.8797126830260701;party1_utility.xml;party2_utility.xml;party3_utility.xml
